course_name,category,software,certificate,teacher,course_level,course_rating,hours_per_week,course_link,price
Французский язык: фонетика и правила чтения для начинающих,Французский язык,"R, R, тренировки",No,"Maria Oknina, Natalia Skosyrskaya",Начальный уровень,,1-2 часа в неделю,https://stepik.org/course/176755?search=7141443487,1499
Podcast Francais,Французский язык,,No,Ирина Лупанова,Начальный уровень,5,3-4 часа в неделю,https://stepik.org/course/207239?search=7141443488,2480
Тесты по французскому языку (начальный уровень),Французский язык,,Сертификат Stepik,"Anastasia McKenzie, Andrey McKenzie",Начальный уровень,,,https://stepik.org/course/178110?search=7141443491,699
Уроки французского для начинающих,Французский язык,путешествия,No,Женечка Пари,Начальный уровень,4.8,Буквально 5 минут в день,https://stepik.org/course/199068?search=7141443496,0
Создание виртуальной машины Ubuntu в Яндекс облаке,Компьютерные сети,,No,Николай Юрьевич Мищенков,Начальный уровень,4.8,2,https://stepik.org/course/210088?search=7141447487,500
Zabbix 6. Мониторинг IT инфраструктуры предприятия,Компьютерные сети,Zabbix,Сертификат Stepik,Павел Лунин,Начальный уровень,5,4-5 часов в неделю,https://stepik.org/course/218689?search=7141447480,28900
LPI Linux Essentials 010-160 Certification Exam Practice,Компьютерные сети,,Сертификат Stepik,Pragmatic Programmer,Начальный уровень,4.8,3,https://stepik.org/course/195426?search=7141447485,84150
Русский сертификационный экзамен LPI Linux Essentials 010-160,Компьютерные сети,,Сертификат Stepik,Pragmatic Programmer,Начальный уровень,4.8,5,https://stepik.org/course/195504?search=7141447486,990
Организация администрирования компьютерных сетей. Практикум,Компьютерные сети,,Сертификат Stepik,Сергей Совватейкин,Начальный уровень,,2 часа в неделю,https://stepik.org/course/124890?search=7141447497,4096
Курс компьютерные сети. Маршрутизаторы Eltex,Компьютерные сети,,Сертификат Stepik,"Ольга Корчагина, Денис Корчагин, Сергей Гринев",Начальный уровень,4.6,3-4,https://stepik.org/course/193545?search=7141447491,700
Kubernetes для начинающих + практический опыт,Компьютерные сети,,Сертификат Stepik,Rotoro cloud,Начальный уровень,4.9,,https://stepik.org/course/128089?search=7141447483,4990
Тестирование ПО: Manual QA engineer / Ручной тестировщик с нуля,Компьютерные сети,"SQL, Postman, Agile",Сертификат Stepik,Pavel Aladyshkin,Начальный уровень,4.8,5 - 7 часов в неделю,https://stepik.org/course/187739?search=7141447490,1990
Планирование и установка Exchange Server 2016,Компьютерные сети,,Сертификат Stepik,Павел Лунин,Начальный уровень,5,4-5 часов в неделю,https://stepik.org/course/219492?search=7141447481,5800
Организация администрирования компьютерных сетей (PRO),Компьютерные сети,,Сертификат Stepik,Сергей Совватейкин,Начальный уровень,4.2,2 часа в неделю,https://stepik.org/course/89392?search=7141447495,3584
Основы программирования для Linux,Компьютерные сети,,Сертификат Stepik,"Кирилл Кринкин, Марк Заславский",,4.8,3-6 часов в неделю,https://stepik.org/course/548?search=7141447496,0
Оптимизация SQL запросов на примере ClickHouse,Компьютерные сети,SQL,Сертификат Stepik,Трофим Воробьев,Средний уровень,4.9,,https://stepik.org/course/215412?search=7141447484,299
Брокеры сообщений. Apache Kafka,Компьютерные сети,"Java, Apache, Java, Apache, история, архитектура",Сертификат Stepik,Иван Мельников,Средний уровень,4.7,1-2 часа в неделю,https://stepik.org/course/199114?search=7141447492,699
Kubernetes и Helm,Компьютерные сети,Kubernetes,Сертификат Stepik,Антон Ларичев,Начальный уровень,4.8,,https://stepik.org/course/194442?search=7141447489,3999
Основы ОС Linux,Компьютерные сети,,Сертификат Stepik,Александр Ткаченко,Начальный уровень,4.2,3 часа в день,https://stepik.org/course/162676?search=7141447494,399
Курс Linux,Компьютерные сети,,Сертификат Stepik,"Денис Корчагин, Ольга Корчагина",Начальный уровень,4.8,4-5 часов в неделю,https://stepik.org/course/231158?search=7141447488,300
Postfix + Dovecot минимальный почтовый сервер,Компьютерные сети,,No,Юрий Senior,Средний уровень,5,4,https://stepik.org/course/235910?search=7141447479,900
Курс компьютерные сети,Компьютерные сети,,Сертификат Stepik,"Ольга Корчагина, Денис Корчагин, Сергей Гринев",Начальный уровень,5,4-5,https://stepik.org/course/208072?search=7141447482,4990
"Основы работы в консоли Linux, настройка сетевых служб (кластер)",Компьютерные сети,"Nginx, Apache, Nginx, Apache",Сертификат Stepik,Ринат Минязев,Начальный уровень,4.8,4-5 часов в неделю,https://stepik.org/course/74070?search=7141447478,6700
"Docker + Ansible - с нуля, деплой и управление Swarm",Компьютерные сети,"Ansible, Vagrant",Сертификат Stepik,Антон Ларичев,,4.6,,https://stepik.org/course/103647?search=7141447493,3999
Испанский язык | Курс для начинающих | Elemental А1,Испанский язык,,Сертификат Stepik,Умберто Осорио Planeta Español,Начальный уровень,4.6,20 мин. в день,https://stepik.org/course/100429?search=7141454064,5000
Испанский с Алехандро | Первая ступень (А1),Испанский язык,,Сертификат Stepik,Александр Евгеньевич Немчинов,Начальный уровень,5,20-45 минут в день,https://stepik.org/course/193896?search=7141454062,900
Испанский язык для начинающих. Грамматика,Испанский язык,,No,Alena Alma,Начальный уровень,,2-3 часа в неделю,https://stepik.org/course/122692?search=7141454066,499
Испанский язык для начинающих. Грамматика и Лексика,Испанский язык,,No,Alena Alma,Начальный уровень,,2-3 часа в неделю,https://stepik.org/course/199668?search=7141454068,699
Вводный курс | Испанский язык | Быстрый старт для начинающих,Испанский язык,,No,Умберто Осорио Planeta Español,Начальный уровень,4.9,20-40 минут в день,https://stepik.org/course/72211?search=7141454072,0
Испанский / Русский: Прогрессивный курс общей лексики,Испанский язык,графика,Сертификат Stepik,"Alejandro Torres, Maria Paramonova",,5,,https://stepik.org/course/99808?search=7141454071,0
Испанский язык | Курс для начинающих | Elemental А2,Испанский язык,,Сертификат Stepik,Умберто Осорио Planeta Español,Начальный уровень,5,40 мин. в день,https://stepik.org/course/134333?search=7141454061,10000
La lengua español. 8-9 grades.,Испанский язык,,No,Мария Афанасьева,,4.3,,https://stepik.org/course/66702?search=7141454074,0
Все времена испанского языка | Мини-курс | Planeta Espanol,Испанский язык,,No,Умберто Осорио Planeta Español,Начальный уровень,,1 час в день,https://stepik.org/course/206251?search=7141454075,0
Местоимения в испанском языке,Испанский язык,,No,Ольга Левахина,Средний уровень,,4-5 часов в неделю,https://stepik.org/course/212629?search=7141454065,2150
Введение в грамматику испанского языка,Испанский язык,,Сертификат Stepik,"Дарья Толстова, Анна Сулавко, Мария Шевцова, Марина Сёмикова, Ирина Абкадырова, Екатерина Корман",,4.7,30-40 минут на урок. Общая длительность курса 7 недель.,https://stepik.org/course/50224?search=7141454073,0
Shadow Mark SPANISH,Испанский язык,,No,Богдан Мацкевич,Начальный уровень,5,40,https://stepik.org/course/197469?search=7141454077,270
Весь испанский за 1 месяц | Planeta Espanol,Испанский язык,,No,Умберто Осорио Planeta Español,Начальный уровень,,4 часа в неделю,https://stepik.org/course/178059?search=7141454067,5000
Испанский язык для начинающих. Полный курс,Испанский язык,,Сертификат Stepik,Alena Alma,Начальный уровень,,2-3 часа в неделю,https://stepik.org/course/210004?search=7141454070,999
"Учим испанский язык по сериалу ""Élite""",Испанский язык,,No,Uliana Profe,Средний уровень,5,10 минут в день,https://stepik.org/course/128964?search=7141454076,0
Мультфильм Тайна Коко. Учим английский (и немного испанский).,Испанский язык,история,Сертификат Stepik,Oksana Trusova,Начальный уровень,5,,https://stepik.org/course/192635?search=7141454063,800
Испанский | Упражнения | Planeta Espanol,Испанский язык,,No,Умберто Осорио Planeta Español,Начальный уровень,,20 минут в день,https://stepik.org/course/206888?search=7141454069,299
"Тригонометрия с нуля: все, что нужно для ЕГЭ 2025",Маркетинг и продажи,,No,Никита Метелкин,Начальный уровень,5,4-5 часов в неделю,https://stepik.org/course/213307?search=7141462964,200
ОГЭ МАТЕМАТИКА 2025,Маркетинг и продажи,вычисления,No,Анастасия Онлайн-репетитор,Начальный уровень,5,,https://stepik.org/course/123967?search=7141462969,1990
Комбо практических курсов. Биология ЕГЭ 2025,Маркетинг и продажи,,No,Мария Семочкина,Начальный уровень,,,https://stepik.org/course/226977?search=7141462963,1490
ЕГЭ по информатике: B часть (1 - 23 задания),Маркетинг и продажи,,Сертификат Stepik,"Алексей Лазарев, Иосиф Дзеранов",Начальный уровень,4.7,4-5 часов в неделю,https://stepik.org/course/30058?search=7141462960,9990
ЕГЭ по математике 2025: первая часть,Маркетинг и продажи,вычисления,Сертификат Stepik,Тимур 🐍 Гуев,Начальный уровень,5,5-7 часов в неделю,https://stepik.org/course/9737?search=7141462966,1590
PrepTalk | все о предлогах в английском,Маркетинг и продажи,,Сертификат Stepik,Иван Варсовский,Начальный уровень,5,3,https://stepik.org/course/182162?search=7141462972,2990
ЕГЭ по математике 2025: экономическая задача,Маркетинг и продажи,,Сертификат Stepik,Тимур 🐍 Гуев,Начальный уровень,5,3-4 часа в неделю,https://stepik.org/course/22402?search=7141462958,1000
ЕГЭ по английскому и его подводные камни,Маркетинг и продажи,,No,Анастасия Степашкина,,5,зависит от начального уровня подготовки,https://stepik.org/course/106660?search=7141462970,2500
ЕГЭ по информатике. C часть (24 - 27 задания),Маркетинг и продажи,,Сертификат Stepik,"Алексей Лазарев, Иосиф Дзеранов",Начальный уровень,5,4-5 часов в неделю,https://stepik.org/course/59702?search=7141462956,9990
Информатика ЕГЭ 2023. №25: разбор всех возможных типов задач ЕГЭ,Маркетинг и продажи,,Сертификат Stepik,"Светлана Нечаева, Иван Воропаев",,5,,https://stepik.org/course/103008?search=7141462971,900
ЕГЭ Информатика 2025 - Задание 27,Маркетинг и продажи,,Сертификат Stepik,Леонид Шастин,Начальный уровень,5,5-6 часов в неделю,https://stepik.org/course/111154?search=7141462961,1190
ЕГЭ по информатике. Графы,Маркетинг и продажи,,Сертификат Stepik,"Алексей Лазарев, Иосиф Дзеранов",Начальный уровень,,2-3 часа в неделю,https://stepik.org/course/117878?search=7141462967,490
ОГЭ по биологии: кратко и обо всем,Маркетинг и продажи,"психология, поведение",Сертификат Stepik,Анастасия Яковлева,,4.5,36 часов,https://stepik.org/course/64565?search=7141462968,800
СОТОЧКА ПО РУССКОМУ: помощник в подготовке к ЕГЭ 2025,Маркетинг и продажи,тренировки,Сертификат Stepik,Ляйсан Хутова,,5,В курсе 22 часа видео и более 2000 заданий,https://stepik.org/course/92015?search=7141462954,2800
ЕГЭ Информатика №1-23,Маркетинг и продажи,"Python, Excel, Python, логика, логика",Сертификат Stepik,"Светлана Нечаева, Иван Воропаев",Начальный уровень,5,,https://stepik.org/course/104041?search=7141462955,3333
Последний мяу: финальный курс (ЕГЭ 2025),Маркетинг и продажи,,Сертификат Stepik,Ляйсан Хутова,,5,,https://stepik.org/course/54849?search=7141462953,1000
Соточка по информатике. Компьютерный формат ЕГЭ,Маркетинг и продажи,,Сертификат Stepik,"Алексей Лазарев, Иосиф Дзеранов",Начальный уровень,5,4-5 часов в неделю,https://stepik.org/course/118045?search=7141462959,15990
🚀 ЕГЭ информатика 2025,Маркетинг и продажи,"Python, Excel, Python",Сертификат Stepik,"Светлана Нечаева, Иван Воропаев",Начальный уровень,5,,https://stepik.org/course/172834?search=7141462957,3510
ЕГЭ математика ПРОФИЛЬНЫЙ УРОВЕНЬ 2024-2025,Маркетинг и продажи,,No,No instructor found,Начальный уровень,5,,https://stepik.org/course/123457?search=7141462965,2990
ЕГЭ ИНФОРМАТИКА 2025 - задания 1 - 23 «короткая часть»,Маркетинг и продажи,,Сертификат Stepik,Алексей Ковальчук,Начальный уровень,5,3-4 часа в неделю,https://stepik.org/course/182421?search=7141462962,2990
Управление изменениями: сопротивление и мотивация.,Психология,,Сертификат Stepik,Ангелина Долгая,,4.8,,https://stepik.org/course/90734?search=7141467260,1950
Философия и психология счастья,Психология,философия,No,No instructor found,,4.7,1-2 часа в неделю,https://stepik.org/course/60424?search=7141467269,0
Скажи НЕТ токсичным отношениям (психология отношений),Психология,,Сертификат Stepik,Арина Стренина,,4.8,,https://stepik.org/course/124104?search=7141467266,1999
"Memoryhelp. Все, что нужно знать о деменции",Психология,поведение,No,Анастасия Матвеева,Начальный уровень,4.9,1 час в неделю,https://stepik.org/course/178328?search=7141467273,0
Легкий способ пережить расставание (психология отношений),Психология,эмоции,Сертификат Stepik,Данила Толмачев,Средний уровень,5,2-3,https://stepik.org/course/193330?search=7141467261,1499
"Курс нетоксичного родителя ""Родитель — не вредитель""",Психология,профилактика,No,Андрей Заварин,Начальный уровень,4.9,2 часа в неделю,https://stepik.org/course/185611?search=7141467274,0
Сказкотерапия по методике Надежды Зейглиш,Психология,,No,Надежда Зейглиш,Начальный уровень,4.9,"1 задание раз в 3 дня, курс расчитан примерно на месяц",https://stepik.org/course/61918?search=7141467272,0
Генетика поведения,Психология,"Генетика, генетика, ДНК, поведение, эмоции, история",No,Ирина Шалагинова,,5,,https://stepik.org/course/64673?search=7141467270,0
Управляй своей агрессией,Психология,эмоции,Сертификат Stepik,Анастасия Извекова,Начальный уровень,5,2,https://stepik.org/course/121204?search=7141467262,2900
"Работа с неврозом, тревожностью и паническими атаками",Психология,тревожность,No,"Наталья Домино, Светлана Головко",Средний уровень,4.8,Общая учебная нагрузка составляет 36 академических часов.,https://stepik.org/course/105267?search=7141467277,0
"""Центры энергии человека. Где брать силы на жизнь?""",Психология,,Сертификат Stepik,Елена Камынина,Начальный уровень,5,,https://stepik.org/course/194523?search=7141467265,1700
Психология,Психология,эмоции,Сертификат Stepik,Ирина Шалагинова,,5,,https://stepik.org/course/74882?search=7141467271,0
Психология подростков: где у них кнопка?,Психология,поведение,No,Светлана Богатырева,,4.9,,https://stepik.org/course/83073?search=7141467275,0
Прокрастинация. Убери прямо сейчас всего за 15 минут! Психология,Психология,,No,Дарья Шарова Алексеевна,Начальный уровень,5,15 минут на весь курс,https://stepik.org/course/221800?search=7141467263,250
Психология,Психология,психология,No,РАНХиГС,,4.8,,https://stepik.org/course/63802?search=7141467276,0
PROкачай свою уверенность за 1 месяц (психология уверенности),Психология,,Сертификат Stepik,Арина Стренина,Начальный уровень,4.3,,https://stepik.org/course/123003?search=7141467268,2499
Как найти себя и доводить начатое до конца? Психология тренинг,Психология,эмоции,No,Дарья Шарова Алексеевна,Начальный уровень,5,1 урок в день,https://stepik.org/course/174767?search=7141467264,3500
"Мастерство самооценки (психология, психотерапия, уверенность)",Психология,психотерапия,Сертификат Stepik,Арина Стренина,Начальный уровень,5,,https://stepik.org/course/179227?search=7141467259,3499
"Профилактика эмоционального выгорания ""Второе дыхание""",Психология,"профилактика, эмоции",No,"Красникова Анастасия, Ольга Леонюк, Кира Кенюхова, Гатилова Вероника, Мария Копылова, Рената Трубачева, Центр ""Форсайт"" ., Сениченкова Мария",Начальный уровень,4.8,2 часа в неделю,https://stepik.org/course/54434?search=7141467278,0
Логотерапия: представление о человеке. Сертификат,Психология,"профилактика, этика",Сертификат Stepik,"Московский институт психоанализа, Светлана Штукарева",,4.7,10 часов,https://stepik.org/course/72731?search=7141467267,1000
Помощник медицинской сестры,Первая помощь,,No,Ольга Фельдер,,3.7,,https://stepik.org/course/208124?search=7141504196,0
Безопасность жизнедеятельности,Первая помощь,,No,"Илья Королев, Анастасия Боровкова, Дмитрий Бурдюков, ФГБОУ ВО ""НИУ ""МЭИ""",,4.5,2 з.е./72 ч. 8 недель,https://stepik.org/course/91685?search=7141504195,0
Волонтёр безопасности,Первая помощь,"первая помощь, реакции",No,Максим Бойко,,5,,https://stepik.org/course/82879?search=7141504187,0
Первая помощь. Знаю. Умею. Спасу.,Первая помощь,первая помощь,No,Первая Помощь,,4.7,200 минут,https://stepik.org/course/84571?search=7141504188,0
Первая помощь при остановке сердца (базовая реанимация),Первая помощь,,Сертификат Stepik,Алексей Биркун,,4.9,,https://stepik.org/course/13222?search=7141504189,0
Basic Life Support and Automated External Defibrillation,Первая помощь,Go,Сертификат Stepik,"Alexei Birkun, Visith Risira Dantanarayana",,4.7,,https://stepik.org/course/48612?search=7141504192,0
Оказание первой помощи пострадавшим,Первая помощь,"первая помощь, сердечно-легочная реанимация, оказание помощи, реакции",No,No instructor found,,,,https://stepik.org/course/139340?search=7141504186,200
Оказание первой помощи,Первая помощь,,No,Александр Мандрыгин,,4.7,,https://stepik.org/course/59036?search=7141504185,100
ОБЩИЕ ПРИНЦИПЫ ОКАЗАНИЯ ПЕРВОЙ ПОМОЩИ,Первая помощь,первая помощь,No,Marina V. Kostyuchenko,Начальный уровень,4.7,2 часа,https://stepik.org/course/118140?search=7141504194,0
Спасти нельзя сдаваться: обж не за партами,Первая помощь,"первая помощь, поведение",No,Геннадий Старунов,,4.8,,https://stepik.org/course/85613?search=7141504193,0
История и технологии выживания (Безопасность жизнедеятельности),Первая помощь,история,Сертификат Stepik,No instructor found,,4.8,Общая трудоемкость курса в зачетных единицах - 2 ЗЕ (72 часа),https://stepik.org/course/83094?search=7141504191,0
"Первая помощь. Теоретический курс ""Оценка безопасности"".",Первая помощь,первая помощь,Сертификат Stepik,Андрей Солонин,Начальный уровень,4.9,12,https://stepik.org/course/134120?search=7141504190,0
"Курс Юные инспекторы движения ""Магистраль ЮИД""",Основы безопасности жизнедеятельности,,No,Анастасия Селезнева,Начальный уровень,5,30 минут в неделю (15 мин. в день),https://stepik.org/course/133509?search=7141506748,0
ГО и ЧС,Основы безопасности жизнедеятельности,,No,Анна Татищева,,4.5,,https://stepik.org/course/20886?search=7141506753,0
Как не накликать срок,Основы безопасности жизнедеятельности,,No,Ефим Галайко,Начальный уровень,5,,https://stepik.org/course/209794?search=7141506758,3450
Тактическая медицина современной войны. Оказания первой помощи.,Основы безопасности жизнедеятельности,"профилактика, первая помощь, аптечка",Сертификат Stepik,Anonymous 588100589,Начальный уровень,5,,https://stepik.org/course/183802?search=7141506759,1390
Безопасность жизнедеятельности,Основы безопасности жизнедеятельности,,Сертификат Stepik,"Павел Шибаев, Александр Кузьмин",Средний уровень,5,,https://stepik.org/course/230712?search=7141506757,101
Безопасность жизнедеятельности,Основы безопасности жизнедеятельности,,No,"Илья Королев, Анастасия Боровкова, Дмитрий Бурдюков, ФГБОУ ВО ""НИУ ""МЭИ""",,4.5,2 з.е./72 ч. 8 недель,https://stepik.org/course/91685?search=7141506752,0
Пожарно-технический минимум,Основы безопасности жизнедеятельности,,No,Александр Мандрыгин,,4.1,,https://stepik.org/course/16099?search=7141506747,100
История и технологии выживания (Безопасность жизнедеятельности),Основы безопасности жизнедеятельности,история,Сертификат Stepik,No instructor found,,4.8,Общая трудоемкость курса в зачетных единицах - 2 ЗЕ (72 часа),https://stepik.org/course/83094?search=7141506749,0
Курс по противодействию социальной инженерии и мошенничеству,Основы безопасности жизнедеятельности,инженерия,Сертификат Stepik,Data Secure,Начальный уровень,4.7,,https://stepik.org/course/196361?search=7141506746,499
Безопасность дорожного движения,Основы безопасности жизнедеятельности,,No,Валерия Чернова,Начальный уровень,4.6,,https://stepik.org/course/104863?search=7141506751,0
Кенпо-Карате (базовый курс),Основы безопасности жизнедеятельности,,No,Ленар (Рафаил) Мустафин,,5,,https://stepik.org/course/217839?search=7141506756,500
УправтодорКоми ГО и ЧС 2021,Основы безопасности жизнедеятельности,первая помощь,No,"Уполномоченный по ГО и ЧС ГКУ РК ""УправтодорКоми""",,4.3,,https://stepik.org/course/99433?search=7141506754,0
Курс обучения для преподавателей ОБЖ,Основы безопасности жизнедеятельности,,No,Юлия Николаевна Бывшева,,4,64 часа,https://stepik.org/course/110891?search=7141506755,0
Основы безопасности жизнедеятельности,Основы безопасности жизнедеятельности,"первая помощь, сердечно-легочная реанимация, статистика",No,Юрий Гречкин,,4.7,2-5 часов в неделю.,https://stepik.org/course/52666?search=7141506750,0
Film Studies и проблематика исторической памяти,Кино и театр,,No,"Открытый университет Егора Гайдара, European University at St Petersburg",,4.6,6 часов в неделю,https://stepik.org/course/111513?search=7141510277,0
Окунёмся в «Мир кино»,Кино и театр,Marvel,No,Филипп Орехов,,4.3,,https://stepik.org/course/92061?search=7141510279,0
"Home Alone. Английский с фильмом ""Один дома"".",Кино и театр,,Сертификат Stepik,Oksana Trusova,Начальный уровень,5,,https://stepik.org/course/193600?search=7141510269,533
English with the Little Prince,Кино и театр,,Сертификат Stepik,Oksana Trusova,Начальный уровень,5,,https://stepik.org/course/198371?search=7141510267,750
Яркий персонаж,Кино и театр,,No,Владимир Матвеевский,Начальный уровень,5,4-5 часов в неделю,https://stepik.org/course/201352?search=7141510278,0
Английский по фильму Pirates of the Caribbean,Кино и театр,,No,Екатерина Кобелева,Средний уровень,,,https://stepik.org/course/184161?search=7141510276,570
Теория КиноМонтажа,Кино и театр,монтаж,No,Илья Зернов,Начальный уровень,,,https://stepik.org/course/198153?search=7141510274,2490
"Английский с мультфильмом ""Душа"".",Кино и театр,,Сертификат Stepik,Oksana Trusova,Начальный уровень,5,,https://stepik.org/course/194529?search=7141510270,1000
Перевод юмора,Кино и театр,,No,ШАП,Начальный уровень,5,,https://stepik.org/course/201102?search=7141510282,999
English with Harry Potter,Кино и театр,,Сертификат Stepik,Oksana Trusova,Начальный уровень,5,1 час в неделю,https://stepik.org/course/183199?search=7141510265,1100
Аудирование английского языка по фильму Шарада / Charade (1963).,Кино и театр,,No,Роман Морозов,Средний уровень,5,,https://stepik.org/course/182512?search=7141510280,1800
"Learn English with ""Green book"" (Зелёная книга)",Кино и театр,,Сертификат Stepik,Oksana Trusova,Начальный уровень,5,,https://stepik.org/course/195724?search=7141510266,450
Увлекательный сюжет,Кино и театр,эмоции,No,Владимир Матвеевский,Начальный уровень,5,4-5 часов в неделю,https://stepik.org/course/196629?search=7141510271,250
What is a Casting Director?,Кино и театр,,Сертификат Stepik,Кирилл Артемьев,Начальный уровень,,2-3 часа в неделю,https://stepik.org/course/181349?search=7141510275,199
"Разговорный английский по сериалу ""Wednesday""",Кино и театр,,Сертификат Stepik,Anna Tikhomirova,Средний уровень,5,3 часа в неделю,https://stepik.org/course/177071?search=7141510263,790
Мультфильм Тайна Коко. Учим английский (и немного испанский).,Кино и театр,история,Сертификат Stepik,Oksana Trusova,Начальный уровень,5,,https://stepik.org/course/192635?search=7141510268,800
Авторское право в кино,Кино и театр,,No,ШАП,Начальный уровень,5,,https://stepik.org/course/201100?search=7141510281,999
"Разговорный английский по сериалу ""Эмили в Париже""",Кино и театр,,Сертификат Stepik,Anna Tikhomirova,Средний уровень,4.9,5 часов в неделю,https://stepik.org/course/129425?search=7141510272,790
Английский с мультсериалом про панду,Кино и театр,,No,Екатерина Кобелева,,4.5,,https://stepik.org/course/175980?search=7141510273,444
"""Фонарик"" обучение трюкам с мыльными пузырями Марины Коваль.",Кино и театр,,Сертификат Stepik,Marina Koval,Начальный уровень,5,,https://stepik.org/course/123786?search=7141510264,8900
"Марафон ""Азы фортепиано""",Музыка и танец,,No,Галина Оникова,Начальный уровень,,30 минут в день,https://stepik.org/course/122891?search=7141514428,1499
"""Gypsy Guitar"" - I ступень",Музыка и танец,,No,Данис Щербаков,,5,,https://stepik.org/course/211252?search=7141514423,6000
Музыка и деменция: как применять в реабилитации и уходе,Музыка и танец,"музыка, аптечка",Сертификат Stepik,"""Просто о реабилитации"" информационный ресурс",Средний уровень,,4 часа в неделю,https://stepik.org/course/218617?search=7141514431,4500
Основы дисциплины «Хип-Хоп» в виде спорта Фитнес-аэробика,Музыка и танец,"стиль, фитнес, история",No,"Максим Тимофеев, Оксана Батанова, Оксана Петрова, Игорь Корнишин",Начальный уровень,5,3-4 часа в неделю,https://stepik.org/course/184365?search=7141514434,0
"Видеокурс-практикум ""Основы нотной грамоты""",Музыка и танец,,No,Валерия Гальченко,Начальный уровень,5,4-5 часов в неделю,https://stepik.org/course/173270?search=7141514433,0
Сольфеджио с нуля (для новичков),Музыка и танец,,Сертификат Stepik,Ольга Епихина,Начальный уровень,5,4 часа в неделю,https://stepik.org/course/193765?search=7141514424,1200
Практический курс сольфеджио для начинающих взрослых с нуля,Музыка и танец,,Сертификат Stepik,Высшая школа электронной музыки,Начальный уровень,5,1-2 часа в неделю,https://stepik.org/course/233544?search=7141514422,2990
Импровизация на гитаре,Музыка и танец,,Сертификат Stepik,Данис Щербаков,Средний уровень,5,5-7 часов в неделю,https://stepik.org/course/182168?search=7141514417,6000
Гармония+Импровизация,Музыка и танец,,No,Данис Щербаков,Средний уровень,,,https://stepik.org/course/194144?search=7141514425,9000
Как сделать минус и загрузить его в Стармейкер,Музыка и танец,,Сертификат Stepik,Кристина Гончарова,Начальный уровень,,,https://stepik.org/course/230784?search=7141514429,500
Акустическая гитара. Механика (две части),Музыка и танец,,No,Данис Щербаков,Средний уровень,5,,https://stepik.org/course/191403?search=7141514420,9000
Сольфеджио для всех (продолжение),Музыка и танец,,Сертификат Stepik,Ольга Епихина,Средний уровень,5,2 часа в неделю,https://stepik.org/course/196674?search=7141514421,1200
Акустическая гитара: Механика. Часть 2,Музыка и танец,,Сертификат Stepik,Данис Щербаков,Средний уровень,5,5-7 часов в неделю,https://stepik.org/course/122291?search=7141514415,6000
"Уроки гитары (классика, акустика, электро)",Музыка и танец,"C#, импровизация",No,Виталий Станиславович Тимофеев,Начальный уровень,5,,https://stepik.org/course/191215?search=7141514418,3000
Как написать текст песни. Работающая технология.,Музыка и танец,,Сертификат Stepik,Серафим Текстура,Начальный уровень,,2,https://stepik.org/course/119807?search=7141514427,2000
Фортепиано. От постановки рук до освоения всех видов техники,Музыка и танец,,Сертификат Stepik,Маргарита Козлова,Начальный уровень,,4-5,https://stepik.org/course/215781?search=7141514430,1500
Акустическая гитара: Механика. Часть 1,Музыка и танец,,Сертификат Stepik,Данис Щербаков,Начальный уровень,5,5-7 часов в неделю,https://stepik.org/course/103196?search=7141514419,6000
Гармония на гитаре,Музыка и танец,,Сертификат Stepik,Данис Щербаков,Средний уровень,4.4,5-7 часов в неделю,https://stepik.org/course/177277?search=7141514426,6000
Музыка тел: развитие импровизации через танец,Музыка и танец,,No,Ирина Боровкова,Начальный уровень,,2-4 часа в неделю,https://stepik.org/course/232485?search=7141514432,0
Турбовечеринка,Музыка и танец,"драматургия, дизайн",Сертификат Stepik,Arina Nuriakhmetova,,5,,https://stepik.org/course/86424?search=7141514416,1600
Глазурный курс,Рисование и творчество,,No,Полина Потапова,,5,,https://stepik.org/course/56090?search=7141518154,12800
Inkscape рисовать просто,Рисование и творчество,"Inkscape, Inkscape",No,Олег Иллюстратор,Начальный уровень,5,6 - 8 часов в неделю,https://stepik.org/course/120760?search=7141518157,1750
Основы текстурирования в Substance Painter округлых моделей,Рисование и творчество,"Blender, Blender, Substance Painter, Blender, Blender",Сертификат Stepik,Андрей Молчанов,Начальный уровень,,1 час в день,https://stepik.org/course/195211?search=7141518169,400
"""Фонарик"" обучение трюкам с мыльными пузырями Марины Коваль.",Рисование и творчество,,Сертификат Stepik,Marina Koval,Начальный уровень,5,,https://stepik.org/course/123786?search=7141518158,8900
Урок по Светотени.,Рисование и творчество,,No,Екатерина Смирнова,Начальный уровень,,1-2,https://stepik.org/course/189709?search=7141518167,1500
"Курс ""Летний гардероб для домашних питомцев""",Рисование и творчество,,Сертификат Stepik,Галина Костюк,Начальный уровень,5,Лёгкое обучение в удобное для вас время.,https://stepik.org/course/121216?search=7141518153,7900
Лёгкий курс вязания крючком,Рисование и творчество,,No,Светлана Зиминова,Начальный уровень,5,,https://stepik.org/course/212515?search=7141518164,7000
О рисунке. Основы изобразительной грамоты для начинающих,Рисование и творчество,история,Сертификат Stepik,Вера Михайловна Саунина,,4.5,"1 месяц: 17 уроков, 39 текстов,10 видео, пр.и сам. задания.",https://stepik.org/course/102247?search=7141518162,700
Фундаментальные основы рисунка и композиции для начинающих,Рисование и творчество,,Сертификат Stepik,"Ianina Workshop, Startgram EdTech",,4.9,1 месяц,https://stepik.org/course/85751?search=7141518160,1800
